label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
Fist,0.0,0.0,-0.14909258610398143,0.14166776764192474,-0.2994921267964221,0.09597837075174198,-0.20764226266303473,-0.2282746128430411,-0.08654205826973271,-0.5557684187913208,-0.764602377287893,-0.4449153227821277,-0.4232452010725317,-0.6907640179713177,-0.3091886200529858,-0.44056057842844026,-0.38208232983018353,-0.28892964330441595,-0.6607372675838191,-0.7506172548149082,-0.29347358320715544,-0.9419827971222123,-0.13451980631717037,-0.6086063673199834,-0.24598697617940982,-0.48738765744626894,-0.49864449745800193,-0.9460695390444813,-0.1610691661256417,-1.1248698847564949,-0.015771411806624322,-0.8336258427016824,-0.10366440303737286,-0.7019950317575561,-0.30466061862083726,-1.0442536170318955,-0.04871416442011287,-1.1755600505838093,0.0668421086192979,-0.973499646931535,0.00926497392315637,-0.8450726161546244
Fist,0.0,0.0,-0.027030160839110903,-0.5233870717686995,-0.20883353183517847,-0.8038136432024706,-0.4133250540109454,-0.7818739644770174,-0.5479467876537718,-0.6256956104402923,-0.3782194712022103,-1.0694881217474634,-0.4696760542833373,-1.0013185700947014,-0.38981018214638874,-0.8511663526677345,-0.30153032380017747,-0.7642577562060107,-0.5450886815310837,-0.8383783926525687,-0.5739765985642833,-0.7277714501254268,-0.47392038151107074,-0.5882057580164599,-0.38583742230724744,-0.5035473096111549,-0.6391857588255844,-0.5306968885015582,-0.6142452860275048,-0.42010273163301276,-0.5088676778663797,-0.318482061393918,-0.4310457211126865,-0.25485960136445723,-0.690876386539509,-0.2030237285688751,-0.631557323480498,-0.1558737996489536,-0.5240864472939345,-0.07711772267819145,-0.4650675914987722,-0.025213318752531435
Fist,0.0,0.0,0.1689065091660736,-0.45820899067149645,0.15546025326426458,-0.8586573771105162,0.035972999794654605,-1.056850869724776,-0.09546650977872731,-1.0046130649872167,-0.2679957816084213,-1.1248207732498943,-0.14375360382040797,-1.1635727621461933,-0.05415407789579733,-1.0020580341095662,-0.040565818563124315,-0.8731262638901259,-0.43016189561874846,-0.9027517618690561,-0.2721066649581694,-0.9247351042483324,-0.17429129988199338,-0.7949478342307924,-0.15178852390034625,-0.6758396861092785,-0.5046015888505981,-0.6285801196154284,-0.3595684078355629,-0.652187996706957,-0.26609870855108975,-0.5753899125570744,-0.23890543811985232,-0.4667469791671271,-0.5438076794622917,-0.3544549957270837,-0.3982252982454941,-0.41756018643734094,-0.3079183323613161,-0.3536096758482564,-0.28067300259607775,-0.2712412429602724
Fist,0.0,0.0,-0.09863948862416808,-0.4926788396752932,-0.3091167225525918,-0.6821271213671922,-0.48915870668742006,-0.609330443378541,-0.6147816552070338,-0.3951158320254541,-0.45446917686973853,-0.9330583618734178,-0.4842890296110748,-0.6326099242823104,-0.4107163019226021,-0.4370358133400575,-0.31186374366576736,-0.3558813321188003,-0.6280392868790982,-0.7781816331271214,-0.6130232895592216,-0.37318543134303195,-0.5172016390959513,-0.18742334706969108,-0.3959498651158779,-0.12827039282332822,-0.7356335757255137,-0.4953374167900033,-0.6962840367719049,-0.047248886844519035,-0.574348213405099,0.13012926301485114,-0.4501085166516942,0.1541631464859505,-0.8124072958199844,-0.15342961793923743,-0.7795024174538548,0.28984582671912945,-0.6572904385254069,0.4086876563633956,-0.5468062574913718,0.3919222614934532
Fist,0.0,0.0,-0.28707885067759525,0.3034744143494841,-0.5382236044620349,0.39436112494751363,-0.7226160666374347,0.45968999200958305,-0.8395222557090676,0.38950161974995,-0.7025000383409806,-0.6115266583413597,-0.9134040084052685,-0.01055801835219979,-0.7121859458396668,0.16962465820214997,-0.5765016873586475,0.10063551359995382,-0.7371729148797277,-0.6757041464781208,-0.9498587235788171,0.089775657019295,-0.700571042284727,0.24520248293782754,-0.5668648323337787,0.1036716510744534,-0.7649799497611541,-0.6268271180118903,-0.9364051045942815,0.13294153304315734,-0.6910675016518896,0.2821757098438137,-0.5700655814842176,0.1438979898943399,-0.7859984833887634,-0.48406846962597094,-0.8474618349527708,0.144101422239742,-0.6632893565709936,0.25842498351811927,-0.5619502559539539,0.13547841865223964
Fist,0.0,0.0,-0.112493703586862,-0.481625457102306,-0.3207835082240649,-0.6715776968970137,-0.5005133623908351,-0.6302585417066264,-0.6259452119813887,-0.4620141067954068,-0.46260269306088325,-0.9100916827422375,-0.5778706777351764,-0.643889259597331,-0.5220876909004456,-0.43598913224496993,-0.4168858830252826,-0.33602991998912934,-0.622650849188607,-0.7824997891403592,-0.6760982298769821,-0.3737793117672153,-0.5789762737526346,-0.18488827826378545,-0.4549799479713564,-0.12821995446814477,-0.7222991797635174,-0.5282475717957141,-0.7509282491847498,-0.0671458351508633,-0.6248927607572121,0.10800005019887136,-0.49911685238934445,0.12252270975022884,-0.7952589938603138,-0.2062340534427516,-0.7980667592394658,0.2519299741954439,-0.6719209876859855,0.37316891463281976,-0.5640828294296539,0.34468176945722945
Fist,0.0,0.0,-0.3495543615261594,0.13898201187516118,-0.5527268841475482,0.043473003242644914,-0.70234000909527,-0.08042381657571679,-0.7665060451559906,-0.2970501993314635,-0.37216489182029605,-0.7724389599452819,-0.6372618203323878,-0.5453088579928183,-0.5622836212819592,-0.32368869805960326,-0.4366214863269065,-0.27552628231822995,-0.3737447641475692,-0.9275315904443784,-0.7366732861911793,-0.5796239359636072,-0.5948870401573607,-0.28889259838519776,-0.40226059676529696,-0.27874878257664015,-0.412387154782792,-1.0300792676062673,-0.7829790773922398,-0.5888075910330474,-0.6254596876917271,-0.30368127021374036,-0.44387917191376425,-0.33189681726697945,-0.4792902765060358,-1.061413454393522,-0.7647300615666428,-0.6041136828154476,-0.6500256826022623,-0.3577684425159026,-0.5064361542914151,-0.36691507177906313
Fist,0.0,0.0,-0.37460162930330654,0.3426187446772587,-0.7350574382527911,0.3234473925226002,-0.969236192999197,0.03136536296145089,-0.9491422340718372,-0.35210333833925217,-0.7116957605169393,-0.49149741853562395,-0.9894334806177891,-0.4798568084269327,-0.8533009930229193,-0.19016849214369508,-0.6749818104393766,-0.1435174259144739,-0.6495364054993094,-0.7603304925695382,-1.0013844852139762,-0.6365872375775437,-0.7525440834851863,-0.28694826810348845,-0.5385009458736726,-0.3271692674759545,-0.5921587592443122,-1.027294869264588,-0.9533276586874385,-0.8001030535903327,-0.6959407897937313,-0.4261001589168536,-0.4717040521645758,-0.4761753664397127,-0.5143796184710546,-1.2897732287877248,-0.8478682726641441,-0.9195551047926978,-0.6683618311659298,-0.6094338461286509,-0.46208468194880126,-0.6392942042395465
Fist,0.0,0.0,-0.37052297142615165,0.41397065222732593,-0.8644578038495755,0.4995892824518521,-1.1323339674024238,0.08083130047210922,-1.0539343199329008,-0.40939679922857464,-0.9247709740191704,-0.29836246079973877,-1.2091315069334116,-0.3456964920951125,-0.9795180578456069,-0.048283734454814715,-0.8629263042763726,-0.07643087152856021,-0.8020470284408673,-0.597260884512936,-1.1261414898884514,-0.614391877851583,-0.8255327746594261,-0.2190709181891754,-0.702062692729336,-0.29309449866576126,-0.6821503078767783,-0.8883145536719419,-1.0039295581874121,-0.8908374607607178,-0.7221109264251355,-0.4443062357119572,-0.564263654695367,-0.4952445969546181,-0.528183192924952,-1.218190642788436,-0.8311492365614768,-1.0826500401590593,-0.6511313510317667,-0.7412280381102657,-0.48538874273170624,-0.7693150961363161
Fist,0.0,0.0,-0.32466885839052834,0.4225616807580886,-0.8680734128228831,0.5408843839799142,-1.1499484071039188,0.05619598736637965,-1.0210554645631942,-0.48181370558015313,-0.9852543340639397,-0.16910398217633726,-1.284548702926838,-0.2580470083633497,-0.9995935435545321,0.019106752451192883,-0.9058895900489344,-0.013027366594487208,-0.8527815508820785,-0.5222677727709772,-1.1586818328750228,-0.5934596693868271,-0.8256889402075175,-0.20903560822565398,-0.7581062654664605,-0.27706581169127953,-0.7066965005204895,-0.8163482374149443,-1.0003979277925177,-0.9202402796242005,-0.6940691856902255,-0.4723864157082613,-0.5837844875170655,-0.4910193714445304,-0.5186620532948982,-1.1353605273046312,-0.7809275063315733,-1.127338477627885,-0.596345645927176,-0.7950764188253708,-0.48054038906990215,-0.7971782472091928
Fist,0.0,0.0,-0.3116631369524552,0.43887688984924034,-0.8332327786674029,0.511208853129369,-1.0278915517514267,-0.07804628845693225,-0.9182661750195029,-0.6227424874766284,-1.0622002310750762,-0.0007635963140416902,-1.2979484040880442,-0.19458802220134983,-0.9967838916376727,0.011752711391347377,-0.8943619078826663,0.020967555628536992,-0.9271591577282583,-0.3746677144359075,-1.1552002501332512,-0.5911599166452358,-0.817362219270472,-0.27215903335575925,-0.7895970801319614,-0.2543985455877089,-0.7759890826410629,-0.6731940987662595,-0.9686734295381312,-0.9493093161936165,-0.6697817433705529,-0.5740634973951338,-0.6228907710623365,-0.5073146219032217,-0.5783151488834947,-0.9940948082187322,-0.7568566509434393,-1.1704705267821054,-0.5578600789232391,-0.8903395552394487,-0.48001834483175826,-0.8024051894052704
Fist,0.0,0.0,-0.26637702561264986,0.0634337295133139,-0.6023454656386189,-0.14322468337088282,-0.7236451641119298,-0.6779720382921743,-0.6851921293195535,-1.0946214875244071,-1.0136225529879546,-0.07857958378284104,-1.0520091556217839,-0.591645820837553,-0.7839350595099279,-0.5099100316445648,-0.6731184234432367,-0.4093427591410335,-0.9008512523378959,-0.43412788572175914,-0.9558350485417516,-0.8663416101404893,-0.6868868272416687,-0.705316328205086,-0.6530603177766667,-0.5897747048617457,-0.7423166679386252,-0.7153880874260083,-0.7878877729434692,-1.1077187062107854,-0.6150024865397278,-0.9822660657444354,-0.6412184465760953,-0.8774684882877205,-0.558191805975832,-0.9184195078172943,-0.566632079507134,-1.2025234126348525,-0.465252538289533,-1.1203009061986329,-0.4914583301383677,-1.0174520618825582
Fist,0.0,0.0,-0.3131115304136444,0.1174292718668594,-0.6400504966918347,-0.01861195243703911,-0.698169880093253,-0.45442874081571055,-0.5880333141023281,-0.8216286146823226,-0.8950471429673412,-0.3756827848556838,-0.8913643459968019,-0.5813409599234562,-0.6843010510065265,-0.40744068474571427,-0.6455797913126949,-0.3951257512206329,-0.7582329452318513,-0.6519837427152861,-0.7578343105051982,-0.8662571071125772,-0.5593964031745441,-0.6174620953674816,-0.5999569616974477,-0.6057523127536288,-0.5775692275154055,-0.8525414029528308,-0.5935446116700662,-1.1032943441021612,-0.4310516186382843,-0.8487935166401668,-0.44161798847711714,-0.7713994393204903,-0.3697401579147875,-0.9980825217226388,-0.3969376045436939,-1.2263632175279746,-0.3124555378273462,-1.0345022582730474,-0.3238578707836976,-0.9204028911600927
Fist,0.0,0.0,-0.25806206355633526,0.19052667996119033,-0.5938278440331937,0.2315915891969426,-0.7122028364237436,-0.09502477851615432,-0.5782853367935294,-0.4824224329106211,-0.8567681441156305,-0.3377355661730826,-0.8796356495185388,-0.3800669237006539,-0.6619050252610736,-0.15988674503474343,-0.6642603603850417,-0.16710311909310654,-0.7662855876414669,-0.6425001153096952,-0.7211176563980735,-0.6845223571504402,-0.4936296771606253,-0.3632986838350055,-0.5574503809471756,-0.34305006297426754,-0.6078440282619191,-0.8639082314210393,-0.5077913794730208,-0.8974817521190884,-0.3353874334593164,-0.5597932220942629,-0.4126510684177102,-0.4924437782726963,-0.4077693041804894,-1.0409314211695053,-0.2891891165931685,-1.0180662675740098,-0.19184398608831224,-0.7570906086090815,-0.2645859773195777,-0.6735767514751154
Fist,0.0,0.0,-0.1963740317968971,0.15342836138389057,-0.4411533901886709,0.2016954209275546,-0.4735348775711156,0.0766876248394998,-0.30393595746698265,-0.17257355404623426,-0.6994011704668152,-0.5957864158718585,-0.5933786011460879,-0.31509332633221765,-0.46292666607260385,-0.1319856143997543,-0.46195047041358606,-0.19720098482673187,-0.5358312488822554,-0.844325098952579,-0.38585010207353415,-0.4678036073734966,-0.2908288465611532,-0.2363721918225567,-0.323788128737899,-0.29114688601015604,-0.3378684075570991,-0.9576576555136945,-0.16899135247763655,-0.5461489229547246,-0.11665500278441497,-0.32397748899690465,-0.1655033894923015,-0.372350645794282,-0.12349922181944092,-0.9931708411436783,0.007362468164936127,-0.6218563151410107,0.025635922393083283,-0.3927647161948527,-0.02998351283002689,-0.37055494031347835
Fist,0.0,0.0,-0.41010820674690573,0.49537496179057194,-0.7361129223774622,1.0899337162925165,-0.6821397666837116,1.5608989507081177,-0.25393757036130765,1.5658726811427777,-1.1055302060296894,-0.44688436224371153,-0.8313606782489718,0.9246995196518498,-0.6121496446995948,1.132045179337818,-0.6170313447602582,0.8227674954609969,-0.6510388175833621,-0.7590444374341055,-0.3500868148740994,1.008789512980013,-0.22319533520760268,1.0770535541718382,-0.3138047602296842,0.6786990577678925,-0.15342813124049975,-0.835297942160488,0.08318400542415229,0.8777820259645045,0.09664252731741343,0.9510594729077795,-0.011199892003442647,0.6162873303144814,0.2994422955518343,-0.7541185627939236,0.42411482064530215,0.5896222452407675,0.40839807788610694,0.7411373717737915,0.3440839803462152,0.5620798039349528
Fist,0.0,0.0,-0.08393334877216838,-0.49340090730609243,-0.24200502843501287,-0.7829757586304935,-0.3987758204380496,-0.8906751392612413,-0.5199106120105004,-0.7888298733517695,-0.3650501455171426,-1.0730014352309734,-0.6252575000096323,-0.9400307064423791,-0.5574535708908211,-0.7907037624627682,-0.4685970994719038,-0.7505928191144131,-0.4772680003406503,-0.8787577913457365,-0.6593831335510348,-0.6923021571110627,-0.5792047781293155,-0.5648917670636268,-0.4795311456316082,-0.5276025402005176,-0.5582111593782301,-0.6077570856983469,-0.6763160780096089,-0.447118263332454,-0.5849559570180165,-0.34650029077258454,-0.48841152572973034,-0.3262221722596074,-0.6120441947720949,-0.31652672315074604,-0.6653858799184119,-0.23562685488387541,-0.573063020287106,-0.15345880753951055,-0.4943000325632918,-0.128613272212444
Fist,0.0,0.0,0.3424899425771194,0.350526611361922,0.8276444427649616,0.473774531591292,1.0984638767890529,0.08225147499178656,0.9972904347963147,-0.35352133204569736,0.9468144071719092,-0.18143813594789804,1.2042870403683401,-0.16253776765367103,0.9178668904752635,0.033608037636557106,0.8349428557546354,-0.025273786670215362,0.8586591356843758,-0.5125470599913348,1.1254037636974419,-0.5125932572251624,0.7937569718601548,-0.20916037601097875,0.7253649669987005,-0.2919965159945191,0.7212631626042697,-0.7858404458815079,0.9707867217709477,-0.8326380937578963,0.6877295205130973,-0.46481766790540946,0.6040403816049537,-0.5088520312402175,0.5305332330252386,-1.0825582291786013,0.746703889278544,-1.029317867075483,0.5891411737314615,-0.7245097182088133,0.507930936393024,-0.7193051798432758
Fist,0.0,0.0,0.3353771511147385,0.19804498940723378,0.6068977303809645,0.2068719194366873,0.7908763506461565,0.15377620671415956,0.7621052221252643,1.6136246112067153e-06,0.695136472659425,-0.6331528147268325,0.8816195391727482,-0.19960949931933689,0.6952853295298089,-0.02911422545384996,0.6007508291276489,-0.12088337667855446,0.6545732780344489,-0.7559985606356907,0.8327194521424343,-0.2167206772511875,0.6100971445788346,-0.03271341514914654,0.5495076583103247,-0.1676293757044456,0.5890700022701999,-0.7866666057385946,0.7422354520690176,-0.24026184670408227,0.5362166357939677,-0.07937147163372692,0.45759832344752155,-0.21490141635359014,0.5140115475191521,-0.7454064261331153,0.6095397381272009,-0.27455247905914515,0.46952391698818297,-0.1563593171620869,0.3929815327040542,-0.2679529561023861
Fist,0.0,0.0,0.3479611082041246,0.2495621784168987,0.5849715338487355,0.23642329753778818,0.7446640715457018,0.226244307899926,0.8090480677754436,0.16416141015886143,0.6691774926032238,-0.6978991384037909,0.8903805896033573,-0.1391345716480531,0.7231273774061413,0.021379553907228736,0.6067629147869954,-0.05896706249070639,0.6574580936982486,-0.7534911114476832,0.8936710734441132,-0.08747610680047187,0.7045077279669721,0.06659700919026072,0.6086442476723506,-0.024400996270622276,0.6206321443168601,-0.6835759965349972,0.8159220013987557,-0.007231060628832784,0.6215655246726406,0.12187622423540846,0.5195559582114515,-0.002847881248652103,0.5752832132269844,-0.5173730683266115,0.6652897671320418,0.06005562562263734,0.5090679079920761,0.15145838952278579,0.43166443571028273,0.030086319001626245
Fist,0.0,0.0,0.2374226315417896,-0.34682934353348965,0.5242093522804943,-0.49623398016882203,0.7343526774123521,-0.34539709908323957,0.7758149601303821,-0.09785542979244731,0.6654262900284652,-0.8249364001744419,0.9352817110870765,-0.28130885524782584,0.8005909109943975,-0.09691822207544701,0.6914405283275723,-0.11097042521373124,0.7049348586882457,-0.7092720528867488,0.9456612517727565,-0.0494783997868411,0.768709849771144,0.07687097338374828,0.6521851587838147,0.03632062484458078,0.7105194990810737,-0.4861107688080168,0.9160884297436489,0.16805418910781342,0.7135816548738902,0.24800621547115104,0.6035131935441598,0.16519341008447108,0.6949086838018503,-0.19170280105048906,0.768197538922378,0.3471679857578041,0.6046400687308549,0.40032449687932503,0.5309156508452642,0.30753884609039367
Fist,0.0,0.0,0.24633753205708722,-0.3867465242561037,0.5164001535946374,-0.5245682881330754,0.713636519644265,-0.3849445229227406,0.7636318274079629,-0.1474133588465485,0.7005110484543912,-0.8265318203995062,0.915422353688105,-0.24783301104788058,0.8247134995895712,0.01601697497003267,0.7230334634657438,0.10279945761100513,0.7640147438220217,-0.6451987842692904,0.9228008857260269,0.003772519000893461,0.7935868179412476,0.19087945689652802,0.6757289772231998,0.21904758300225566,0.7728348296238035,-0.36615465602038766,0.8982925796271847,0.2471546884564532,0.7388269325609861,0.34793620731220787,0.6123474414157059,0.3063444839264759,0.746025950356616,-0.027987311035592956,0.7499776288285717,0.4614502290922657,0.6242262465039711,0.517712452373764,0.5507869463309091,0.4438034350924122
Fist,0.0,0.0,0.3497500076497433,-0.47139101992774884,0.6509853069197806,-0.5633358998491341,0.8169596346781164,-0.3383737966386329,0.8162996854565905,-0.02199250447337354,0.8696864650076808,-0.7143894931595631,0.9981526236012705,-0.26271399462971956,0.8399982457112707,-0.13164536241735103,0.6954187226117691,-0.18181403226531345,0.9326723141310205,-0.36072476273952586,0.9447476440116969,0.048442435763119976,0.7692357047820773,0.11972407344209868,0.627961466932352,0.0674936557563838,0.916279354831017,0.05206186950323886,0.8498676781740332,0.3619979741273377,0.6686609732798482,0.37659308614759696,0.539483166804693,0.28051692937483347,0.8461031716633951,0.46770511648186475,0.7169123086388932,0.6854216261109496,0.5604246849978229,0.6701161850524933,0.4635470671101089,0.5694931838829823
Fist,0.0,0.0,0.23663055158771,-0.5836728710777296,0.5063595466906853,-0.8412263194648344,0.7343891094521218,-0.8049338318081168,0.83724751356916,-0.6000242435508222,0.7281089737617492,-0.9549763235057135,0.9710885669499586,-0.7111657760827896,0.8588209332015668,-0.5869652975464186,0.7152761412253913,-0.6220815357965639,0.8025743148004226,-0.5965521513016545,0.9400038348563808,-0.37426819301295866,0.8130745546754506,-0.30496722233475254,0.6637419214556974,-0.3449429860948227,0.8193600497143887,-0.1922643329207264,0.8625479773182038,-0.06385357567206976,0.7379413367226962,-0.024171938065411236,0.6023738074826093,-0.06839064704330854,0.7817481414822799,0.1841074044041591,0.7829144378129449,0.23744057884231187,0.6497228864368602,0.23193269975950867,0.5305789532719616,0.17887872186090675
